,topic,time,vender,header,body
514,日経クロステック トップクルマ技術／動向ニュース解説,2019-06-06,清水 直茂,トヨタとスバル、EV専用PFを共同開発　前輪駆動が基本か,トヨタ自動車とスバル（SUBARU）は2019年6月6日、電気自動車（EV）専用のプラットフォーム（PF）を共同で開発すると発表した。プラグインハイブリッド車（PHEV）に続く電動化技術の協業になる。販売面で未知数のEV開発を2社で手がけることで、開発費を抑えられる。特に規模の小さいスバルにとって、利点が大きい。会員の方はこちら有料会員「春割」実施中！【春割実施中】日経電子版セットで２カ月無料日経電子版セットだと日経クロステックが月々650円お得詳しくは日経クロステック有料会員お申し込みのページで。SUBARU、ボッシュ、デンソーなど登壇。次世代モビリティーを支える技術とビジネスを語る。お急ぎお申し込みください！“特等席”から未来づくりの最前線を追う仕事ですあなたの専門知識や経験を生かして、「日経クロステック」の記事や書籍の企画、取材・執筆・編集を担う編集記者（正社員）にトライしませんか。編集の経験は問いません。コミュニケーション能力が高く、企画力や実行力があり、好奇心旺盛な方を求めています。詳しい情報を見る日経BPはエンジニアや企画・営業も募集中
515,日経クロステック トップクルマ技術／動向ニュース解説,2019-06-03,木村 雅秀,「乗用車1台当たり1Tバイト搭載」、WDが車載NANDのトレンド示す,米ウエスタンデジタル（Western Digital、WD）は3次元NANDフラッシュメモリーを使った車載向けのeMMC（embedded Multi Media Card）製品「iNAND AT EM132」を発表した（リリース）。2019年6月から提供を始め、早ければ2022年の車両に搭載される。同社車載＆コネクテッドソリューション プロダクトマーケティングディレクターのラッセル・ルーベン氏によると、2022年ごろには乗用車1台当たり1Tバイト以上のNANDストレージが搭載される見通しである（図1）。例えば、高精細地図（HDマップ）の格納に64G～128Gバイト、自動運転システムには32G～512GバイトのNANDストレージが使われるという（図2）。「高精細地図では256Gバイトの要求も出始めている」（同氏）。ただし、「自動運転システムの採用動向は不透明」（同氏）とする。一部の高級車メーカーは自動運転向けに大容量のNANDストレージを求めているのに対し、アジア市場を狙った自動車メーカーは自動運転機能の搭載を見送っているからだ。一方、MaaS（Mobility as a Service）用の車両では、大量のデータを取得することから、「開発段階では100Tバイトを超えるSSDを搭載するものもある」（同氏）という（関連記事）。今後、量産段階でどのようなNANDストレージを搭載するかは明確になっていないが、高速・大容量のNANDストレージが必要で、SSDやUFS（Universal Flash Storage）、eMMCなどさまざまな形態がありうるという。かつてスマートフォンのNANDストレージにはeMMCが使われていたが、「現在はより高速なUFSに置き換わっている」（ルーベン氏）。一方、車載NANDストレージは高い信頼性が求められることから、スマホ業界よりも少し遅れており、現在でもeMMCが主力だ（図3）。とはいえ、先端技術の取り込みに積極的な欧州の高級車メーカーなどは高速なUFSを求めているという。今後、UFS対応の車載SoCが増えてくると、クルマでもUFSが主流になりそうだ。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 64層の3次元NANDフラッシュを搭載
516,日経クロステック トップクルマ技術／動向ニュース解説,2019-06-03,高田 隆,クルマ7社の2018年度決算、既存の事業モデルに限界,日本の自動車メーカーがクルマ造りを抜本的に変える。TNGA（トヨタ・ニュー・グローバル・アーキテクチャー）で先行するトヨタ自動車に続き、ホンダやマツダも新たなプラットフォームを導入し、CASE（コネクテッド、自動運転、シェアリング、電動化）に対応した多種多様な車両を効率良く作れるようにする。2025年に向けて持続的な成長を実現するため各社は、販売台数優先から利益率重視に戦略を転換する。「高い販売目標を掲げ、その目標に合わせて生産体制を増強する。販売目標を達成するため、値引きして販売台数を確保する」──。日本の自動車メーカーのこうした事業モデルに限界が見えてきた。その要因には、「技術革新」と「市場環境の変化」という2つの要因が挙げられる。第1の要因は、「CASE」と呼ばれるメガトレンドである。トヨタ自動車社長の豊田章男氏は、「CASEによって現在の事業モデルが壊れる可能性がある」との危機感を示す。さらに、CASEに対応しながら持続的な成長を続けるには、「これまで以上にクルマ造りの力を強化しなければならない」と強調する（図1）。第2の要因は、世界の自動車市場の停滞である。中核の北米市場がピークアウトし、過剰な販売奨励金（インセンティブ）の投入によって収益が悪化している。中国も景気の低迷などで、2018年は28年ぶりに前年実績を割り込んだ。欧州市場は、ディーゼルエンジン車の顧客離れや燃費規制の強化などの影響で成長が鈍る。こうした市場環境の変化が、日本メーカーの収益を圧迫する。特に北米と欧州が深刻な状況にある。2018年度の実績を見ると、トヨタや日産などが2017年度に比べて販売台数を減らした。2019年度もトヨタや日産、ホンダなどが、2018年度に比べて減少を計画する。ディーゼル車離れや燃費規制の強化などによって成長が鈍る欧州でも、2018年度にトヨタや日産、ホンダ、スズキなどが販売台数を減らした。2019年度も日産やホンダ、スズキなどが減少を計画する。その結果、トヨタの北米事業の利益率は、2018年度の実績でわずか1.3％だった。会社全体の利益率の1/6以下だ。日産の北米事業の利益率も、2018年度は1.1％にとどまる。会社全体の利益率に比べて1/2以下の低水準である。一方、欧州事業では2018年度に、日産やホンダなどが赤字に沈んだ（図2）。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 日産、ゴーン流の拡大路線と決別
517,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-31,高田 隆,[独自記事] 日産が巻き返し、ソフト改良でカメラの夜間性能を高める,"日産自動車が、自動ブレーキの夜間歩行者の認識性能を大きく向上させた。国土交通省と自動車事故対策機構（NASVA）が2019年5月30日に公表した「自動車アセスメント（JNCAP）」の予防安全性能の試験結果によると、夜間の歩行者を対象にした2018年度の試験で、同社の小型車「ノートe-POWER」が好成績を収めた（図1）。図1  日産「ノートe-POWER」 
自動ブレーキの夜間歩行者の認識性能を大きく高めた（出所：日産自動車）[画像のクリックで拡大表示]夜間の歩行者を対象にした2018年度のJNCAPの自動ブレーキ試験では、トヨタ自動車のハッチバック車「カローラスポーツ」とミニバン「アルファード/ヴェルファイア」、ホンダの軽自動車「N-VAN」と中型セダン「インサイト」が満点（20点）を獲得して首位となった。日産のノートは、これらの4車種に次ぐ5位に入った。得点は19.91点で、満点に近い（図2）。図2　夜間歩行者を対象にした自動ブレーキ試験の結果（2018年度）
 NASVAの発表資料を基に日経Automotiveが作成[画像のクリックで拡大表示]日産の自動ブレーキ「インテリジェントエマージェンシーブレーキ」は、フロントウインドー上部の室内側に装着した単眼カメラだけで歩行者を検知する。カメラはドイツZF（旧TRW）製、カメラに搭載する画像処理チップはイスラエル・モービルアイ（Mobileye）の「EyeQ3」である。ZFのカメラを使う自動ブレーキは、昼間の歩行者を対象にした2018年度の試験で好成績を収めた。ただEyeQ3の処理速度が足りないため、夜間歩行者の認識は難しいとみられていた。これに対してノートの自動ブレーキは、同じカメラを使いながら夜間歩行者の認識性能が向上した。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ  カメラの夜間性能を高めるには、

1
2
3この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ  カメラの夜間性能を高めるには、"
518,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-31,高田 隆,ポリアミド66樹脂が足りない、DSMが代替製品の販売を強化,自動車部品などに使われるポリアミド（PA）66樹脂の世界的な供給不足を受けて、オランダ化学大手のDSMは同樹脂を代替できる製品の販売を強化する。同社の日本法人であるディーエスエムジャパンエンジニアリングプラスチックス（DSMジャパン）取締役の姜信良氏は2019年5月29日に開催した説明会で、「PA66樹脂の供給不足を解決するために、早期の実用化を目指す」とした（図1）。PA66樹脂は、「ヘキサメチレンジアミン（HMDA）」と「アジピン酸」を重合して造る。このうちHMDAの原料となる「アジポニトリル（ADN）」の供給メーカーは、米アセンド（Ascend）やフランス・ソルベイ（Solvay）など世界に4社しかない。2018年に発生した米国のハリケーンや欧州のライン川の増水といった自然災害の影響で、こうしたメーカーの一部の工場が操業を停止した。操業停止の影響で、HMDAは世界的な供給不足となり、その状況は2020年まで続くとみられる。また「（HMDAを原料とする）PA66樹脂の年間供給量は世界で10万～30万トン不足しており、2022～23年まで供給不足の状態が続く見通し」と姜氏はいう。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ  こうした状況を受けてDSMは、
519,日経クロステック トップ新車レポートニュース解説,2019-05-30,富岡 恒憲,トヨタの新型SUV「RX」、タッチディスプレー搭載の陰に技あり,トヨタ自動車が部分改良を施し、2019年8月下旬に日本で発売を予定する「レクサス」ブランドの新型高級SUV（多目的スポーツ車）「RX」（図1）――。同社はその新型車のマルチメディアシステムに12.3インチのタッチディスプレーを採用した（図2）。だが、そこには部分改良の新型車であるが故の配慮が求められた。同社が同新型車でタッチディスプレーの採用を目指したのは、今後はスマートフォン（スマホ）との連携機能がクルマにも必ず求められるようになると見るからだ。同新型車の開発責任者を務めた同社Lexus International製品企画主幹の八田直久氏によれば、現行のRXでは「ディスプレーを遠隔操作する方式のため、運転者から前方に離してディスプレーを配置していた」（同氏）。だが、タッチディスプレーにすると、ディスプレーは運転者の手が届き楽に操作できる位置まで運転者側に寄せる必要がある。実際、今回の新型車では、ディスプレーを138mm運転者（車両後方）側に寄せている。ただ、部分改良の新型車にとってそうした変更は簡単ではなかった。「ディスプレーはインスツルメントパネル（インパネ）という大物の内装部品に取り付けられるため、その大幅な設計変更は生産設備に大きく影響する」（同氏）ためだ。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 自動車の部分改良では、基本的に既存の設備を流用す...
520,日経クロステック トップ新車レポートニュース解説,2019-05-30,安井 功,トヨタの新型「レクサスRX」、配光可変LEDヘッドランプをより細かく制御,トヨタ自動車は、「レクサス」ブランドのSUV（多目的スポーツ車）「RX」を部分改良した（図1、2）。最大の特徴は、細かく配光可変できるLEDヘッドランプのシステム「ブレードスキャン式アダプティブハイビームシステム（AHS）」を搭載したことだ。「RX」は世界で展開するレクサスにとって、ブランドの中核を担うモデルだ。バンパーやグリルメッシュなどの意匠を変更し、他のレクサス車を意識したデザインとするなど、大幅な改良を施した。中でも注目に値するのは、新型のLEDヘッドランプの採用だ。同社は先行車や対向車にまぶしい光を照射しないように、ハイビームの照射を制限する「アダプティブハイビームシステム（AHS）」を採用している。部分改良車のRXでは、光源にLEDを使用したうえで、AHSの配光を細かく制御する新機構「ブレードスキャン式AHS」を用いたヘッドランプとした（図3）。細かく配光の制御できるようになったことで、従来方式では照射範囲が狭く認識がしにくくなっていた車や人対してもハイビームを最適に照射できるようになる。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 剛性や利便性も向上
521,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-30,櫛谷 さえ子,クルマの衝突安全性が着実にアップ、安全装備の標準搭載が進む,欧州で自動車アセスメントを手掛けるEuroNCAPは2019年5月22日、新たに7車種の衝突安全試験結果を発表した。試験したのは、ドイツ・アウディ（Audi）の初めての電気自動車（EV）「e-tron」、ドイツ・フォルクスワーゲン（Volkswagen）「T-Cross」、トヨタ自動車「Lexus UX」、マツダ「Mazda 3」、フランス・ルノー「Clio」、トヨタ「Corolla」「RAV4」の7車種。このうちe-tronとT-Cross、Lexus UXの3車種は新型車となる。試験の結果、7車種すべてが最高ランクの五つ星を獲得した。クルマの構造自体の進歩に加え、最新テクノロジーによる各種の安全装備の搭載が進み、評価ポイントを上げている。従来は高級車にしか搭載しなかったような安全装備が、次第に大衆車にも普及してきたことの影響が大きい。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ スモールファミリーカーで高評価のトヨタ
522,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-29,高田 隆,ポルシェの新型「911」、路面の水を検知して車両を制御,ドイツ・ポルシェ（Porsche）が2019年5月28日に日本で初公開した主力スポーツ車の新型「911」は、路面の水を検知して車両を自動で制御する先進運転支援システムを標準搭載した。会員の方はこちら有料会員「春割」実施中！【春割実施中】日経電子版セットで２カ月無料日経電子版セットだと日経クロステックが月々650円お得詳しくは日経クロステック有料会員お申し込みのページで。SUBARU、ボッシュ、デンソーなど登壇。次世代モビリティーを支える技術とビジネスを語る。お急ぎお申し込みください！“特等席”から未来づくりの最前線を追う仕事ですあなたの専門知識や経験を生かして、「日経クロステック」の記事や書籍の企画、取材・執筆・編集を担う編集記者（正社員）にトライしませんか。編集の経験は問いません。コミュニケーション能力が高く、企画力や実行力があり、好奇心旺盛な方を求めています。詳しい情報を見る日経BPはエンジニアや企画・営業も募集中
523,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-29,高田 隆,ポルシェの新型「911」、Al合金の使用量を増やしボディーを12kg軽く,"ドイツ・ポルシェ（Porsche）の日本法人であるポルシェジャパンは2019年5月28日、主力スポーツ車の新型「911」を同年7月5日に日本で発売すると発表した。8代目となる新型車は、前輪と後輪のトレッドを広くしてスポーツ車としての走行安定性を高めたのが特徴である（図1）。図1　新型「911カレラS」
 （撮影：日経Automotive）[画像のクリックで拡大表示]トレッドの拡大に合わせて、新型車の全幅と全長を現行車より広くした。車両寸法の拡大に伴う質量の増加を抑えるため、ボディーへのアルミニウム（Al）合金の使用量を増やした。ボディー質量は240kgで、先代車より12kg（約5％）軽くした。新型車の車両寸法は全長4519×全幅1852×全高1300mmで、ホイールベースは2450mm。トレッドは前輪が1589mm、後輪が1557mmである。全長は現行車より20mm長く、全幅は44mm広い（ホイールベースは同じ）。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ  ボディー質量を軽くするため

1
2この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ  ボディー質量を軽くするため"
524,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-28,櫛谷 さえ子,ダイムラー、自動運転時代の安全機能実験車を発表,ドイツ・ダイムラー（Daimler）は2019年5月20日、自動運転車に対応した次世代の安全機能を搭載した実験車「ESF 2019（Experimental Safety Vehicle）」を発表した。ESF 2019は、プラグインハイブリッドで自動運転機能を搭載した「Mercedes-Benz GLE」をベース車両とし、未来のモビリティーにふさわしい多数の安全機能を搭載した実験車である。将来、自動運転車が普及すれば、クルマの安全に対する要求が大きく変化する。例えば自動運転車では、乗員の着座位置が前後席の対面型に変わることが予測され、現在とは異なる方式の乗員保護機能が必要になる。また、道路利用者がドライバーとアイコンタクトできないため、道路利用者はクルマの動きを直感的に予測することができない。ESF 2019は、こうした次世代自動車に特有の問題を解決する新しい安全機能を多数搭載した。ここで紹介する多数の新機能はいずれも実験的意味合いが強いが、中にはすぐにでも量産車に採用できるものもあり、興味深い。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ ドライバーの安全を守る
525,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-22,富岡 恒憲,日産のプロパイロット2.0、ナビ連動で車線変更や追い越しを支援,日産自動車は、2019年秋に発売予定の新型「スカイライン」に、同社の先進運転支援システム（ADAS）「プロパイロット」の進化版「プロパイロット2.0」を搭載する（図1）。同2.0では、高速道路上での、同一車線内の手放し（ハンズオフ）とナビゲーションに連動した車線変更や追い越しの支援が可能になる（図2）。ナビゲーションに連動した車線変更や追い越しの支援とは、前方に遅い車両が存在するときや、ナビゲーションに設定した目的地に向かうために車線変更が必要なときに使うものである。高速道路限定の機能だが、システム側が車線変更するかどうかを問いかけてきて、それに対して運転者がステアリングホイールを握り、承認ボタンを押すと、システム側が自動でターンシグナルを点滅させ車線変更を実施する（図3）。ただし、あくまでも安全確認の責任は運転者側にある（図4）。同社は、同機能を「ナビゲーション連動ルート走行機能」と呼んでいる。この機能を使うには、あらかじめナビゲーションに目的地を設定し、ルートを指定しておく必要がある。そうしておくと、一般道では運転者が自ら運転を行う必要があるが、高速道路に乗るとこの機能が使えるようになる。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ ナビ連動ルート走行機能を支える3つの技術
526,日経クロステック トップ車載部品ニュース解説,2019-05-21,窪野 薫,物流のムダをITで削減、モノフルが出入庫の管理を自動化,"ITの力で物流効率を向上する、こんな取り組みが加速してきた。モノフル（東京・港）は、トラックの荷待ち時間を減らす「トラック簿」と呼ぶサービスを2019年4月から始めた（図1、2）。紙とペンを使ったアナログ的な記録手法だった車両の出入庫を、カメラや車両の位置情報システムを駆使して自動化。1運行あたり平均1時間45分にも上る荷待ち時間を大幅に削減する。2019年中に50社以上への提供を目指す。図1　物流施設のバース（撮影：日経 xTECH）[画像のクリックで拡大表示]
図2　モノフルが提供する「トラック簿」のサービス（出所：モノフル）[画像のクリックで拡大表示]荷待ち時間は、運転でも休憩でも点検でもないムダな時間だ。この時間を削減できれば、サプライチェーン全体の効率が向上し、車両1台あたりの荷量を制御しやすくする。約4割まで落ち込んでいるトラックの積載率を高め、物流事業者の収益性を改善できる。多様なモビリティーをサービスでつなぐ「MaaS（Mobility as a Service）」の提供を視野に入れるならば、モノフルが手掛けるような効率化の技術は欠かせない。「トラック簿は現状の“見える化”を助けるためのサービスだ」――。モノフル社長の藤岡洋介氏はこう強調する（図3）。図3　モノフル社長の藤岡洋介氏（撮影：日経 xTECH）[画像のクリックで拡大表示]荷物の積み下ろしは物流施設のバースと呼ぶエリアで行う。物流施設の規模によってはバース数が100を超すこともあり、施設内に何台のトラックが停車していて、何カ所のバースが利用可能かなど、正確な情報を把握しにくい課題があった。モノフルのサービスは、各バースの状況をリアルタイムで把握可能な点が強みとなる。モノフルが提供するトラック簿のサービスは、機能の充実度に応じて3段階に料金を分けている。車両の受付やバースの割り当てといった基本機能は、月額の基本料金を無料に設定。競争が激しく、コスト削減を急ぐ物流事業者が簡単に導入できるようにした。バースの予約や、カメラによる車両の自動受付、位置情報システムを使った車両の運行管理などの追加サービスでモノフルは稼ぐ。モノフルは同サービスをプラットフォーム（PF）と位置付け、技術ベンチャーとの提携によって機能を拡充していく。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ モノフルが今回提携によってPFに組み込んだ技術は...

1
2この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ モノフルが今回提携によってPFに組み込んだ技術は..."
527,日経クロステック トップ車載部品ニュース解説,2019-05-20,窪野 薫,ダイムラーが日本精機のHUDを採用、画角を左右1度ずつ拡大,"HUD（ヘッド・アップ・ディスプレー）で世界首位の日本精機は、欧州高級車メーカーへの供給を広げている。今回初めて、ドイツ・ダイムラー（Daimler）の高級車ブランド「メルセデス・ベンツ（Mercedes-Benz）」への供給を決めた。SUV（多目的スポーツ車）「GLE」向けで、これまで日本精機が手がけてきた上位モデルのHUDに比べ、画角を左右1度ずつ拡大。表示するイラストを大きくしたり、イラストを配置する自由度を高められる（図1）。・関連記事：特集Part1  2040年のクルマ、スイッチ類はホログラムに置き換わる
・関連記事：特集Part2  クルマのAR（拡張現実感）が、カーナビやメーター類を飲み込む
・関連記事：特集Part3  クルマのHUDはARが原動力、DMDやレーザー光で鮮明に図1　日本精機はドイツ・ダイムラー（Daimler）の「GLE」向けにHUDを供給開始する（出所：日本精機）[画像のクリックで拡大表示]HUDとは、車両の速度や経路案内などの情報を、運転者の視点から2～3mほど先に虚像として映す車載機器だ。光源からの映像を機構内部で数回反射して拡大し、フロントウインドーやコンバイナー（表示部）に映し出す。運転者はカー・ナビゲーション・システム（カーナビ）やセンターメーターに視線を移すことなく、必要な情報を得られる利点がある。同社によれば、性能が高い上位モデルはドイツBMWの「7」シリーズ向けのHUDである。比較的安価に使えるバックライト付きTFT（薄膜トランジスタ）液晶ディスプレーで映像を生成するのは、新しいGLE向けのモデルと同じだ。GLE向けでは、内部の部品配置などを変更し、左右の画角を1度ずつ拡大。7度から9度にした。上下の画角は3度で7シリーズと同程度にとどめた。映像の表示距離は、運転者の視点から約3mで、現行車としてはトップクラスとなる。同距離を延ばすことができれば、運転者は目のピント調整が減って安全性は高まる。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ ドイツ高級車メーカー3社を制覇"
528,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-20,久米 秀尚,幼児やペットの車内置き去り防止システム、Valeoがミリ波レーダーで,"フランス・ヴァレオ（Valeo）は、車内に置き去りにされた幼児やペットの存在を検知するシステムを開発した。天井に79GHz帯のミリ波レーダーを配置することで、熱中症による死亡事故を抑制する。2022年の量産を目指す。同社の日本法人であるヴァレオジャパンが、2019年5月15日に都内で試作車を使ったデモンストレーションを披露した。人に加えて、犬の存在も検知できる様子を見せた（図1～3）。図1　犬の置き去りを検知するデモ
獣医師が立ち会って実施した。（撮影：日経Automotive）[画像のクリックで拡大表示]図2　天井に取り付けたミリ波レーダー
（撮影：日経Automotive）[画像のクリックで拡大表示]
図3　人と犬が乗車する状況にも対応
（撮影：日経Automotive）[画像のクリックで拡大表示]Valeoが実用化の時期を2022年に設定したのは、自動車の安全性を評価する欧州機関「EuroNCAP」の動向を見据えてのもの（図4）。幼児置き去り検知システムを備えた車両に対し、2022年以降に評価上のインセンティブを与える方針である。最高評価の5つ星を獲得するために、自動車メーカーは「幼児置き去り検知システムの採用は避けて通れない」（ヴァレオジャパンビジネスデベロップメントCICイノベーティブマネージャーの小谷純也氏）。図4　EuroNCAPのロードマップ
（出所：Valeo、撮影：日経Automotive）[画像のクリックで拡大表示]幼児置き去り検知システムへの関心が高まっているのは欧州だけではない。北米でも「搭載の義務化に向けた議論が始まっている」（同氏）。「米国だけで年間30～50人の子どもが車内の置き去りによって命を落としている」（同氏）という事実が背景にある。日本でも毎年、夏になると悲しい事故が報告されるだけに、「取り組む意義は大きい」（同氏）とみる。Valeoが開発したシステムは、幼児に加えてペットの置き去り検知も可能だ。開発に協力したペット保険大手のアニコムホールディングス経営企画部課長の石原玄基氏は、「犬の熱中症発生件数は増加傾向にあり、（日本だけで）年間700件前後に上る」と語る（図5）。熱中症の事案は4月ごろから増え、「暑い日であれば、車内に30分から1時間置き去りにされれば命の危険が生じる」（同氏）という。図5　犬の熱中症発生件数
（出所：アニコム損害保険、撮影：日経Automotive）[画像のクリックで拡大表示]この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ 幼児や犬の存在は、クルマの天井に搭載したミリ波レ...

1
2この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 幼児や犬の存在は、クルマの天井に搭載したミリ波レ..."
529,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-16,安井 功,ヒア、日本の高精度地図が使える開発者向けプラットフォーム,オランダの地理情報大手、ヒア・テクノロジーズ（HERE Technologies）は2019年5月15日、高精度の地図情報や位置情報のデータを活用したプラットフォーム「HERE Open Location Platform（OLP）」の日本版を、2019年第2四半期末までに提供すると発表した（図1）。開発者やデータ提供者が主な利用者で、インターネットを通じて利用する。これまで利用できなかった日本の地図データを組み込み、日本向けのアプリケーションが開発できる環境が整うのが目玉だ。日本の地図情報にはインクリメントPなどのデータを使用する。メニューの日本語化なども行う予定だ。OLPを使うことで、国内向けの展開だけでなく、開発したアプリを応用した国外向けにも展開しやすくなる。加えて、第3四半期の初頭には、地図をカスタマイズできるサービス「Open Search」を提供することも明かした。自社の業務に最適化したアプリケーションの開発ができるようになる。OLPは、地図や位置情報データなどをベースとした開発者向けのプラットフォームだ。利用者はワークスペースと呼ぶツールを使用し、自動車の位置情報や気象情報、路面状況の情報など自社が所有する生のデータを登録。開発キット（SDK）や用意されたテンプレートなどを活用しながらOLP上の地図データと組み合わせることで、独自のアプリケーションを作成する（図2）。アプリケーションの作成には、ヒアが持つアルゴリズムやノウハウを利用できるようにする予定だ。作成したアプリは、そのまま自社で活用できるが、マーケットプレイスと呼ぶ機能を使えば販売も可能だ。マーケットプレイスではアプリを作成せず、生のデータを販売することもできる。アプリ開発者だけでなく、データ提供者も巻き込むことで、様々な種類のデータを活用した新たなアプリやサービスの開発が可能になる。例えば、地図データに自動車の交通情報のデータを組み合わせれば、渋滞状況などを把握できるアプリができる。これに、他の企業が持つ気象情報のデータを組み合わせることで、どの場所で霧が発生しているのか、路面が凍結しているのかといった状況まで把握できるようになる。さらに、別の企業が道路のコンディション情報を提供して組み合わせられるようにすれば、荒れた路面や穴が開いている場所を見つけて警告を表示することもできる（図3）。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ スマートシティでの活用にも期待
530,日経クロステック トップ車載部品ニュース解説,2019-05-16,富岡 恒憲,オムニビジョン、車両の周辺をより明瞭に映像化するプロセッサーを量産へ,米オムニビジョン・テクノロジーズ（OmniVision Technologies）は、車両の周辺をより明瞭に映像化できる車載向け映像処理プロセッサーの次期製品「OAX4010」を2020年に量産開始する（サンプル出荷は既に開始している、図1、2）。LEDフリッカー抑制（LFM）機能付きで同機能無し並みのダイナミックレンジを実現した製品で、車両の周辺をより明瞭に映像化できるという。同社のイメージセンサー「OX01A10」（1Mピクセル品）または「OX02A10」（2Mピクセル品）のいずれかと組み合わせて使う（図3）。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ LEDを光源に使ったライトや信号機、交通標識は通...
531,日経クロステック トップクルマ技術／動向インタビュー,2019-05-16,窪野 薫,有機ELディスプレー、「CASEとともに車載へ拡大」,「次世代モビリティーには有機ELディスプレーの搭載が当たり前になる」――。こう主張するのは、機能性薄膜材料デバイス国際会議（FTFMD）代表理事の濱田弘喜氏だ。CASE（コネクテッド、自動運転、シェアリング、電動化）と呼ぶ車両技術の進歩に合わせる形で、ディスプレーの開発競争も新たなフェーズに突入する。同氏に車載ディスプレーの現状を聞いた。会員の方はこちら有料会員「春割」実施中！【春割実施中】日経電子版セットで２カ月無料日経電子版セットだと日経クロステックが月々650円お得詳しくは日経クロステック有料会員お申し込みのページで。SUBARU、ボッシュ、デンソーなど登壇。次世代モビリティーを支える技術とビジネスを語る。お急ぎお申し込みください！“特等席”から未来づくりの最前線を追う仕事ですあなたの専門知識や経験を生かして、「日経クロステック」の記事や書籍の企画、取材・執筆・編集を担う編集記者（正社員）にトライしませんか。編集の経験は問いません。コミュニケーション能力が高く、企画力や実行力があり、好奇心旺盛な方を求めています。詳しい情報を見る日経BPはエンジニアや企画・営業も募集中
532,日経クロステック トップクルマ技術／動向ニュース解説,2019-05-15,高田 隆,日産がリカバリープラン、ゴーン流の拡大路線と決別,"日産自動車は2019年5月14日に開催した2018年度通期（2018年4月～2019年3月）の連結決算会見で、2022年度までの中期経営計画を見直すことを明かした。同社元会長のカルロス・ゴーン（Carlos Ghosn）氏が推し進めた薄利多売の拡大路線を見直し、収益性の改善を急ぐ。同日の会見で社長兼CEOの西川広人氏は、「過去の負の遺産を一掃し、一刻も早い回復を目指す」と宣言した。計画の詳細は、2019年7月に発表するという（図1）。図1　日産自動車社長兼CEOの西川広人氏
 （撮影：日経Automotive）[画像のクリックで拡大表示]日産の新中期経営計画「New Nissan Transformation」では、計画期間の最終年度である2022年度末までに14兆5000億円の売上高と、6％以上の売上高営業利益率（以下、利益率）の達成を目指すとした。実現すれば、売上高は2018年度に比べて約9％の増加、利益率は1.5倍以上の改善となる。同社のこれまでの中期経営計画では、2022年度に16兆5000億円の売上高と8%の利益率を目標に掲げていたが、いずれも下方修正した。また、2022年度の世界販売台数は600万～650万台を目標にしており、これまでの計画より100万台以上減る。量的な拡大よりも「持続的な成長を目指す」（西川氏）方針を明確に打ち出した。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ  計画の達成に向けて同社は、

1
2
3
4この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ  計画の達成に向けて同社は、"
