,topic,time,vender,header,body
802,日経クロステック トップ建築ニュース解説：建築・住宅,2019-06-11,川又 英紀,IoTトイレで空き状況配信のバカン、NTT東や清水建設などから7.9億円を調達,スマートシティーでは、トイレやカフェ、レストランの空席状況をリアルタイムで提供するのは当たり前。混雑とイライラが限りなく少ない社会になる──。人工知能（AI）とIoT（モノのインターネット）を駆使して、トイレやカフェなどの空席情報配信サービスを手掛けるバカン（東京・新宿）。同社は2019年6月11日、NTT東日本など5社を引受先とする第三者割当増資を実施。7億9000万円の資金を調達した。注目すべきはそうそうたる企業が増資の引受先に手を挙げたことだ。NTT東日本を筆頭に、清水建設、ティーガイア、JR東日本スタートアップ、スクラムベンチャーズが名を連ねる。清水建設は「これまでの建物づくりの枠を超え、バカンの空席配信サービスを融合することでより快適な生活を提供したい」（LCV事業本部ICT・スマート事業部の加藤雅裕事業部長）としている。スマートシティーの整備を見据え、混雑緩和によるストレスの少ない街づくりにバカンのサービスを組み入れようとしているのだ。バカンはトイレの個室や、カフェやレストランの座席の空き状況をIoTでリアルタイムに収集。スマートフォンやデジタルサイネージなどに結果を表示し、混雑を緩和するサービスで先行するスタートアップ企業である。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ IoTがトイレ待ちの行列を減らす
803,日経クロステック トップ電子デバイス／電子設計ニュース解説,2019-06-11,増田 圭祐,音を振動や光で伝える、富士通が新型ウエラブル端末「Ontenna」,「聴覚障害を持つ人と健常者が共に楽しめる社会を作る」。富士通の本多達也スポーツ・文化イベントビジネス推進本部企画統括部Ontennaプロジェクトリーダーはこう力を込めた。同社は2019年6月11日、聴覚障害を持つ人向けに周囲の音を振動や光に変換して伝えるウエラブルデバイス「Ontenna（オンテナ）」を使ったサービスを開始すると発表した。スポーツ団体や自治体に向け、イベントなどでOntennaを貸し出したり当日の運用を支援したりする。Ontennaの製造元である富士通エレクトロニクスを通じて通信販売も始める。Ontennaは60～90デシベルの「音」を「振動と光」にリアルタイムに変換する。振動の強弱と光の強弱は連動していて、256段階あるという。同様のデバイスは珍しい。長さ約6センチ、重さ25グラムのきょう体にはクリップが付いていて、ヘアピンのように髪の毛に装着したり洋服の襟や袖に挟んだりして使う。言葉や音楽といった音の内容そのものは伝えず、あくまで音が発生していることを伝える。そうした意味で本多プロジェクトリーダーはOntennaを、使用者が振動や光の変化を通じて「音を感じる」デバイスと表現する。きょう体の側部にあるスイッチで「スマートモード」に切り替わる。スマートモードでは、マイクが付いた端末「コントローラー」と通信できるようになり、コントローラーのマイクが感知した音の強弱やリズムを半径50メートル以内にある複数のOntennaに同時に伝えられる。例えば卓球の試合で卓球台の近くにコントローラーを置くと、選手がボールを打ち合う音を観客席にいる複数人のOntenna装着者に伝えられる。コントローラーのボタンで複数のOntennaを振動させることも可能だ。楽器の演奏指導でリズムを伝える際などに役立つという。富士通は2015年度に本多プロジェクトリーダーが中心となってOntennaの研究を始め、ろう学校やコンサート会場などで実証を重ねてきた。「耳が聞こえない子どもは積極的に声を出さないことがあるが、Ontennaを使うと自分の声を振動を通じて認識できるので積極的に声を出すようになった」「楽器の演奏やダンスで他人と合わせる楽しさを感じてもらえた」「文章には言葉と言葉の間隔やリズムがあると伝えられた」――。こうした現場の意見を得ながら改良を重ね、サービス開始に至ったという。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ スポーツ観戦の臨場感がアップ
804,日経クロステック トップITシステムニュース解説,2019-06-11,内山 育海,アマゾンAlexaで商売上手、商品を「声」で勧める企業が相次ぐ,米アマゾン・ドット・コム（Amazon.com）のクラウド型音声エージェント「Alexa（アレクサ）」の用途が続々と増えている。サードパーティーが開発するAlexa向けの機能「Alexa Skills（スキル）」の数は、国内で2018年12月時点に2000を超えた。スキル開発パートナーとしてアマゾンに認定された企業が2019年5月31日にイベント「VoiceUI Show」を開催。開発事例や音声UI開発の勘所を紹介した。ネット検索などの代替手段に過ぎなかった従来の使い方から踏み込み、各社の既存システムに音声を組み込んで利便性を高めたり収益化を図ったりする取り組みが目立った。「音声は人間にとって最も自然で実用的な、次世代を切り開くユーザーインタフェース（UI）だ」。冒頭に登壇したアマゾンジャパンの畠中俊巳アレクサビジネス本部ASKデベロッパーエバンジェリストは音声の意義をこう強調した。Alexaを搭載する端末の選択肢の多様さを「Alexa for everywhere」と表現。スマートスピーカー「Amazon Echo（エコー）」シリーズやスマートフォン、タブレット端末やパソコン、映像配信端末「Amazon Fire TV Stick 4K」などを紹介した。イベントにはAlexaスキルを使ってサービスを開発した企業が相次ぎ登壇し、各社の事例を紹介した。ディスプレー付きAmazon Echo向けのスキル開発事例について講演したのが、ZOZOテクノロジーズ イノベーション推進部の中村友香氏である。同社は服のコーディネートを提案するスキル「コーデ相談 by WEAR」を、2019年5月23日に提供開始した。利用者が「黒のトップスに合うコーディネートを教えて」などとEchoに話しかけると、ZOZOが運営するコーディネートサイト「WEAR」に投稿されたコーディネート例をEchoの画面に表示する。利用者は気に入った服を選んで画面に表示されるQRコードをスマホで読み込めば、商品の詳細を確認したり、通販サイト「ZOZOTOWN」で購入したりできる。登壇した中村氏によれば、開発初期段階では音声のみでコーディネートを提案するプロトタイプを開発していた。実際に利用してみると服の組み合わせが分かりにくかったため、音声UIをGUI（グラフィカル・ユーザー・インタフェース）と組み合わせる方式に変えたという。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 2つのスキルを1カ月半で開発
805,日経クロステック トップエレクトロニクス機器／技術COMPUTEX TAIPEI 2019,2019-06-11,大槻智洋,スマホ中国ODMがついに採用へ、QualcommのPC向けチップ,「5GPC」――。米Qualcomm（クアルコム）が「COMPUTEX TAIPEI 2019」（2019年5月28～6月1日、台湾・台北市）で大量展開した広告のキーワードだ。しかし5G通信網はまだ整っていない。会員の方はこちら有料会員「春割」実施中！【春割実施中】日経電子版セットで２カ月無料日経電子版セットだと日経クロステックが月々650円お得詳しくは日経クロステック有料会員お申し込みのページで。SUBARU、ボッシュ、デンソーなど登壇。次世代モビリティーを支える技術とビジネスを語る。お急ぎお申し込みください！“特等席”から未来づくりの最前線を追う仕事ですあなたの専門知識や経験を生かして、「日経クロステック」の記事や書籍の企画、取材・執筆・編集を担う編集記者（正社員）にトライしませんか。編集の経験は問いません。コミュニケーション能力が高く、企画力や実行力があり、好奇心旺盛な方を求めています。詳しい情報を見る日経BPはエンジニアや企画・営業も募集中
806,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2019-06-11,今井 拓司,超低電力SLAMへ一歩、東芝が「海馬」チップ実現へ,人工知能（AI）の処理を高速に実行できる専用半導体、いわゆるAIチップの開発が盛んである。とりわけ、画像や音声の認識が得意な深層学習（ディープラーニング）技術を対象にした取り組みが多い。その中で異彩を放つ成果を、東芝と米ジョンズ・ホプキンス大学（Johns Hopkins University）が共同で発表した（発表資料、論文）東芝らの開発品の狙いは深層学習ではない。同社が着目したのは人や動物の脳が持つ別の機能である。海馬と呼ばれる部位が担当する、空間の中で自分の位置を認識する能力だ。現在の自動運転車やロボットでは、いわゆるSLAM（Simultaneous Localization and Mapping）技術で実現している部分である。SLAMの代わりに、海馬の動作を忠実に再現するハードウエアを使うことで、何桁も低い消費電力で同様な動作を実行可能になるとみる。東芝の取り組みのユニークな点は、脳の機能自体の模倣を目指すことである。実物の神経細胞（ニューロン）に似た挙動をする半導体、いわゆるニューロモーフィック（neuromorphic）チップを使うことに加え、ニューロン間の接続や信号の制御なども脳のモデルに倣った。これまでにもニューロモーフィックチップの開発や応用の研究は多いが、主な狙いはニューロンの動作を真似（まね）ることで消費電力を大幅に削減するといった点だった（ニューロモーフィックコンピューティングのサーベイ論文）。有名な例として米IBM社が開発したニューロモーフィックチップ「TrueNorth」が知られているが、現実の脳とは異なる動作原理に基づくディープニューラルネットワーク（DNN）を注1）、数百ｍWと超低電力で実行できることをうたっている（関連記事）。注1）深層学習で用いるDNNと現実の脳の端的な違いには、脳のニューロンがスパイク状のパルスで情報を伝達するのに対し、DNNは実数などの数値でやり取りすることがある。実際の神経細胞の挙動をモデル化したニューラルネットワークは、Spiking Neural Network（SNN）などと呼ばれる。東芝らが今回利用したチップやTrueNorthはいずれもIntegrate-and-Fireと呼ばれる単純なニューロンのモデルに基づいている。なお、東芝らが利用したチップ上のニューロンの回路は、より複雑なMihalas-Niebur（M-N）モデルとしても動作する（ただしニューロン数は半減）。その上で、今回開発した海馬のモデルを動作させることも可能だが、どのようなニューロンのモデルを使うべきかについて現時点でははっきりしていないという。東芝は脳の機能までハードウエアで再現することで、さらに桁違いの低電力化や、高速化が可能と見る。ただし、どの程度の能力を発揮できるかは現状でははっきりしない。現在は海馬の空間認知能力を支える基本的な回路を構成し、動作を確認した段階である。同社は今後数年をかけて、チップの改良を進めるとともに、海馬が備える空間認知機能の回路全体を再現することを目指す注2）。実用化の検討はさらにその先になる見込みだ。注2）最終的には1チップ化が望ましいものの、現時点では1チップ化と複数チップでの実装の両方を検討している。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 専用チップをFPGAで制御
807,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2019-06-11,宇野 麻由子,DARPA資金で開発されたインナー型の人工筋肉スーツ、2019年内に日本発売,人工筋肉を搭載するインナー型の衣料「Powered Clothing」を扱う米サイズミック（Seismic）は、二子玉川 蔦屋家電（東京都世田谷区）にショールームを開設した。米国では2018年9月から予約を開始しており、一般消費者向けに215着を販売している（予約または出荷済み）。今回のショールームの開設期間は2019年6月7日～8月6日。展示するだけではなく、可能であれば一部で予約を受け付けたいとしており、2019年内に日本でも発売する予定。同社 VP of Commercial StrategyのSarah Thomas氏は「2カ月間のショールームにより、今後の日本展開をアピールする」と言う。Powered Clothingは、同社創業者であるRich Mahoney氏が米SRIインターナショナルでDARPA資金提供プログラムを使って開発した人工筋肉を、通気性と肌触り、デザイン性に配慮した衣料に搭載したもの（関連記事「生体データ活用が飛躍のカギ、サイボーグ化へ革新続々」）。人の持つ力の約25％程度（最大30W）の力を左右の太ももと腰に加えることで、外側から動きや姿勢をサポートし、着用者のパフォーマンスを強化する。内蔵した制御基板と複数のセンサーにより着用者の動きや各筋肉に付加されている力を検出し、必要なときに必要な力が加わるという。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 米国では立ち姿勢のサポートが人気
808,日経クロステック トップIT経営人工知能学会2019報告,2019-06-07,浅川 直輝,「人工知能は科学の在り方を変える」、PFN丸山氏がAI学会で熱弁,「AI（人工知能）は誤解を生みやすい多義的な言葉である一方、コンピューターサイエンスの先端を開拓し、果ては科学の在り方を変えるポテンシャルを秘める」――。Preferred Networks（PFN）の丸山宏氏は2019年6月5日、新潟県で開催された人工知能学会全国大会の招待講演に登壇し、AIの限界とポテンシャル、AI研究者が果たすべき役割について、メイン会場を埋め尽くした学会員にこう語った。丸山氏は1983年に日本IBM入社。同社東京基礎研究所所長、統計数理研究所教授を経て、2016年にPFN入社。現在はPFN Fellowを務める。まず丸山氏が問題提起したのが、AIという言葉の多義性と、それによる混乱だ。同氏は「人工知能（AI：Artificial Intelligence）」という学問分野について「人間の知性をソフトウエアで模倣し、モデル化することで知性を探索する試み」と表現した。ただ他の学問領域と異なる点として、AIから派生した技術を応用した製品も、同じく「AI」と呼ばれることがあるという。この結果、メディアに登場する「AI」が極めて多義的になった。「例えばNHKの『AIひろし』はデータ分析、富士通の『保育所の入所を数秒で選考できるAI』は最適化の応用だが、いずれも『AI』とひとくくりにされている」（丸山氏）。脅威論の中で語られる意志を持つAIは「タイムマシンと同じ想像上の技術」（同氏）だとした。こうした多義性を放置したままAIを企業や社会に組み込もうとすると「いわゆる『over-promise and under-deliver（宣伝は過剰、成果物は過小）』の問題が起きやすい」（丸山氏）。丸山氏は過剰宣伝の一例として、IBM Watsonが医療分野で当初期待されたほどの成果を上げていないとするIEEE SPECTRUMの記事や、自社製品をYouTube上で「汎用人工知能」と紹介した日立製作所の事例を取り上げた。「Watsonの情報検索やテキストマイニングの技術は確かに素晴らしいが、営業担当が『これはAIです』と言ったことで、顧客の期待値が極めて高くなったのではないか」（丸山氏）。AIが多義的であっても、AI研究者と営業担当、顧客がAIを同じ意味で使っていれば問題は起きない。ただ企業は時として、マーケティングの一環でAIについて過剰なメッセージを発することがある。「もし『AI』という言葉で不幸な誤解が生じかねない事態に直面した場合、AI研究者はすれ違いを放置せず、ぜひ声を上げてほしい」と丸山氏は学会員に呼びかけた。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ AIがサイエンスの方法論を変える
809,日経クロステック トップクルマ技術／動向ニュース解説,2019-06-07,高田 隆,自動ブレーキの夜間試験、NASVAが最新の評価法を公表,"国土交通省と自動車事故対策機構（NASVA）はこのほど、夜間の歩行者を対象にした自動ブレーキ試験の最新の試験方法を公表した。2019年度から行う試験の詳細な方法を示したもので、街灯のない直線道路において行う。試験車両には、自動ハイビーム機能や、対向車や先行車にかかる範囲だけを自動で遮光する機能などを備える高機能ヘッドランプの搭載を認めた。今後、夜間歩行者対応の各社の自動ブレーキは、カメラなどのセンサーに高機能ヘッドランプを組み合わせた状況での性能が問われる。2019年度に導入された街灯がない場合の自動ブレーキ試験では、実際の事故環境を模擬した2つの試験シナリオを用いる。第1のシナリオは、障害物（以下、対向車）がない場合である。街灯がない直線道路を、高機能ヘッドランプを搭載する試験車両が走行し、対向車線側の斜め前方からダミー人形が5m/hの速度で横断する。試験車両の走行速度は、30～60km/hの範囲で5km/h、あるいは10km/hごとに増やす（図1）。図1　対向車がない場合のシナリオ 
（出所：NASVA）[画像のクリックで拡大表示]第2のシナリオは、対向車がある場合だ。第1のシナリオと同様に、高機能ヘッドランプを搭載する試験車両が走行し、対向車線に停止しているクルマ（ロービームを照射）の先からダミー人形が5m/hの速度で横断する。試験車両の走行速度は、40～50km/hの範囲で5km/h、あるいは10km/hごとに増やす（図2）。図2　対向車がある場合のシナリオ 
（出所：NASVA）[画像のクリックで拡大表示]これらの2つのシナリオを使って、ダミー人形との衝突を回避できるかどうかを調べる。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ  街灯がない場合の自動ブレーキ試験でも

1
2
3この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ  街灯がない場合の自動ブレーキ試験でも"
810,日経クロステック トップエレクトロニクス機器／技術COMPUTEX TAIPEI 2019,2019-06-07,大槻 智洋,今稼げるエッジAIは「警察、交通管制」,「エッジコンピューティング」という言葉がAIと共に流行している。大抵は機械学習を取り入れた画像認識を、データセンターではなくデータ発生現場に設置したコンピューターに実行させることを指す。それを誰に売るのか。儲かるのか。大半のコンピューターベンダーは公共事業や政府補助金を当てにしつつも、はっきり言明できずにいた。会員の方はこちら有料会員「春割」実施中！【春割実施中】日経電子版セットで２カ月無料日経電子版セットだと日経クロステックが月々650円お得詳しくは日経クロステック有料会員お申し込みのページで。SUBARU、ボッシュ、デンソーなど登壇。次世代モビリティーを支える技術とビジネスを語る。お急ぎお申し込みください！“特等席”から未来づくりの最前線を追う仕事ですあなたの専門知識や経験を生かして、「日経クロステック」の記事や書籍の企画、取材・執筆・編集を担う編集記者（正社員）にトライしませんか。編集の経験は問いません。コミュニケーション能力が高く、企画力や実行力があり、好奇心旺盛な方を求めています。詳しい情報を見る日経BPはエンジニアや企画・営業も募集中
811,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2019-06-07,内田 泰,5Gの長所生かす映像伝送技術、リモート運転・操縦実現へ,ここは名古屋市にある自動車教習所の跡地（私有地）。運転手がいないトヨタ「エスティマ」が、最高時速60km程度のスピードで敷地内を走り回っている。これは世界の自動車メーカーが開発に熱を入れている自動運転の実験ではない。「リモート運転」で、運転手はこの実験を進めているソリトンシステムズの名古屋開発センターに設置したシミュレーターに座っている。リモート運転は、完全自動運転が実現するまでの“つなぎ”の技術と位置付けられ、過疎地などにおけるドライバー不足への対応や運転代行、MaaS（マース）への応用などが期待されている。リモート運転の実現の鍵となるのが、安全走行に必要な映像をほとんど遅延なく車両から運転手に伝送する技術である。ほんのわずかな遅延があっても遠隔地で走る車両はその間に進行し、事故につながる危険性があるからだ。ソリトンシステムズは以前からリモート運転の技術開発を進めてきたが、昨年秋の段階では車両と運転手のシミュレーター間の映像伝送の遅延は約1秒あったという。時速60kmの走行では、車両は1秒間に約17mも進む。リモートで車両を動かすデモこそできるものの、「1秒先の状況を想像しながらシミュレーターのハンドルを切るしかないので、とてもじゃないけど怖くて運転できない」（同社Mobile Broadcast事業部山形開発センター マネージャの東海林誠氏）。現在進めている実験では、同社が新たに開発した超短遅延の映像伝送技術を採用している。車両のバックミラーの裏側に取り付けたカメラによる前方の映像や、左右のサイドミラー下部に内蔵したカメラ映像などを合成し、4Gで離れた場所にあるシミュレーターに送る。伝送の遅延時間は約100ミリ秒。「この程度なら時速60kmの速度でも、慣れればリモートで運転できるレベル」（同）だという。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 5Gの遅延「数ミリ秒」は無線区間のみ
812,日経クロステック トップIT経営人工知能学会2019報告,2019-06-05,浅川 直輝,AI学会速報、三菱ケミカルHDの学会長が明かしたAIの限界と課題,人工知能学会は2019年6月4日、新潟県の朱鷺メッセで第33回全国大会を開催した。冒頭に同会会長で三菱ケミカルホールディングス 先端技術・事業開発室 デジタルトランスフォーメーショングループ Chief Digital Technology Scientistの浦本直彦氏が登壇。三菱ケミカルにおけるデジタル改革の経験を披露しつつ、現在のAI技術が抱える限界について持論を述べた。浦本会長は日本IBM東京基礎研究所などを経て2017年6月に三菱ケミカルホールディングスに移籍。2018年に人工知能学会の会長に就任した。1986年に発足した同学会で、17代目にして初となる民間企業所属の会長である。同学会の正会員数は第3次AIブームが始まった2012年以降、右肩上がりで伸びている。2019年3月時点でピーク時を超えて4500人超に達した。企業が加盟する「賛助会員」の数は輪をかけて急上昇している。2019年3月時点で、2011年比10倍近い249社に伸びた。AI技術に企業がかつてない熱視線を注いでいるのが分かる。企業がAI技術に目を向けたきっかけの1つが深層学習（ディープラーニング）だったのは間違いない。深層学習を掲げる論文タイトル数は年を追うごとに増加している。CNN（畳み込みニューラルネットワーク）や転移学習など関連するキーワードの論文も増えている。浦本会長自身、三菱ケミカルで様々なAI導入プロジェクトを手掛け、成果を挙げたという。化学プラントのプロセス異常をAIで事前検知するプロジェクトでは、標的となる異常が年1～2回ほどしか発生しない低頻度のもので、異常時のデータを大量に取得するのが難しかった。そこで1000個規模のセンサーが常時生み出すデータを入力とし、複数の統計・機械学習の手法を試した結果「最終的にはいいモデルができ、異常をきちんと言い当てた」（浦本会長）という。フィルム製品の目視検査を画像解析に置き換える品質改善プロジェクトにも取り組んだ。現在は実ラインで検証中で、全ラインへの展開を予定している。このほか、熟練従業員の知識を継承した質問応答システムも開発した。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ ただ近年は、AIにできることの限界を指摘する声が...
813,日経クロステック トップITシステムAmazon re:MARS報告,2019-06-05,外薗 祐理子,「アイアンマン」主演男優がロボで地球の清掃計画、アマゾンイベントで発表,米アマゾン・ドット・コム（Amazon.com）がAI（人工知能）やロボット、宇宙にかける壮大な野心をあらわにし始めた。2019年6月4日（米国時間）から米ラスベガスでカンファレンス「Amazon re:MARS」を開催。AIやロボットによって社会を変革する事業に全社をあげて取り組む姿勢を示した。機械学習（Machine Learning）、自動化（Automation）、ロボット（Robotics）、宇宙（Space）――。「Amazon Devices and Services」を統括するデイブ・リンプ（Dave Limp）上級副社長は初日の基調講演で、Amazon re:MARSのテーマを4個挙げた。MARSはこれらの頭文字である。実は昨年まで、アマゾン創業者のジェフ・ベゾスCEO（最高経営責任者）は個人の立場で、前身のイベント「MARS Conference」を招待客限定で開催していた。それをアマゾン主催のイベントに衣替えしたのがAmazon re:MARSとなる。これまでは宇宙開発など「ムーンショット」級の事業開発はベゾスCEOの個人的な野望と位置付けられてきたが、いよいよアマゾンが会社として取り組み始めた。「政治家、起業家、科学者、宇宙飛行士。様々な立場の人々がカンファレンスに集まり、AIやロボットに関するビジョンを共有することになる」。アマゾンのリンプ上級副社長はカンファレンスの概要をこう語った。カンファレンス初日となる6月4日にはアマゾンによる新技術の発表などはなかったが、2日目の6月5日にはドローンを使った商品配達の取り組みに関する進捗状況を発表する予定だ。また3日目の6月6日にはベゾスCEOが基調講演に登壇し、AIやロボット、宇宙開発に関する自身のビジョンを明らかにする。Amazon re:MARSはアマゾン以外の人々や企業が中長期的なビジョンを社会に対して提示する場にもなっている。6月4日の基調講演には映画「アイアンマン」の主演俳優であるロバート・ダウニーJR（Robert Downey Jr.）氏が登壇し、ロボットとナノテクノロジーによって地球を掃除することを目指す団体「Footprint Coalition」を2020年春に設立すると発表した。初日の基調講演にはアマゾン以外のロボットメーカーも登壇し、実際にロボットを稼働してみせた。ロボットが自然でどこかユーモラスな動きを見せるたびに会場が沸き立った。その模様もお伝えしよう。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ ソフトバンクグループ傘下の米ボストン・ダイナミク...
814,日経クロステック トップパワーエレクトロニクスニュース解説,2019-06-05,根津 禎,パワー半導体最大手が1兆円超の買収に乗り出した狙い,パワー半導体最大手が1兆円を超える巨額買収に乗り出した。独インフィニオン テクノロジーズ（Infineon Technologies）は、米サイプレス セミコンダクタ（Cypress Semiconductor）の株式を1株当たり23.85米ドルで取得する（発表資料）。これは、総額でおよそ90億ユーロ（1ユーロ122円換算で約1兆1000億円）に相当する。サイプレスの株主や関連規制当局の承認などを得られれば、2019年末から2020年初頭に買収が完了する予定だ。買収できれば、約100億ユーロの売上高に達するとみる。インフィニオンはかつて、パワー半導体素子やパワーマネジメントICなどを手掛ける米International Rectifier（IR）を約30億米ドルで買収した（2014年に発表、2015年に買収完了）。当時、30億米ドルという金額は、パワー半導体業界にとって非常に大きく、同業界の大型買収として注目を集めた（関連記事）。今回のサイプレスの買収は、それを上回る金額である。インフィニオンによれば、今回の買収で半導体メーカーとしては8位、車載半導体メーカーとしては首位になるとみている。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 重複は少ない
815,日経クロステック トップ車載部品ニュース解説,2019-06-05,清水 直茂,［スクープ］日産が世界最高効率エンジンを開発、20年量産　驚異の45％でトヨタ・マツダ超え,日産自動車が、最高熱効率で45％に達する次世代ガソリンエンジンを開発したことが2019年6月5日までに日経 xTECHの調べで分かった。量産エンジンで、世界最高値になる可能性が高い。2020年に量産を始める。搭載車両の燃費性能を大きく高められる。シリーズ方式のハイブリッド車（HEV）機構「e-POWER」に搭載する次世代機で達成する。2020年春ごろに発売予定のSUV（多目的スポーツ車）「エクストレイル」から採用する計画だ。排気量は1.5L程度で、理論空燃比で燃焼する発電専用機になる。ターボチャージャーで過給するダウンサイジングエンジンになりそうだ。現在の世界最高値とされるのが、トヨタ自動車が2017年に発売した「カムリ」に搭載するHEV用2.5Lガソリン機の41％である。ホンダが2018年に発売した「アコードハイブリッド」のガソリン機も、トヨタの熱効率に匹敵する。一方で、マツダが2019年内に投入する新型車「3」（旧アクセラ）のガソリン機「スカイアクティブX」では43％前後に達し、トヨタやホンダを上回る公算である。日産が開発する次世代機で達成する45％は、マツダのエンジンを上回る可能性が高い。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 熱効率の最高値でしのぎを削るワケ
816,日経クロステック トップIT経営ニュース解説,2019-06-04,金子 寛人,通信事業と農業は好相性？NTT東日本がアグリテックに熱視線のなぜ,"NTT東日本はインターネット・オブ・シングズ（IoT）や人工知能（AI）を活用する農業、いわゆるアグリテックの事業へ本格進出する。2019年7月1日に100％出資の子会社を設立するほか、実験農場を自ら新設して2020年度に生産を始める力の入れようだ。農業運営を通じて得たノウハウの外販も検討する。「5年後に年間売上高50億円、10年後に同100億円を目指す」（NTT東日本）と宣言する背景には、アグリテックのフル活用で農業を「1ヘクタールで年1億～2億円の収入が見込める」（同社）高収益事業にできるとの自信、そして各地の自治体や農業協同組合（JA）、農業生産法人といった顧客のニーズを着実につかめるとの自信がある。新会社「NTTアグリテクノロジー」の資本金は4億円で、NTT東日本が全額出資する。本社は東京都新宿区のNTT東日本本社内に置く。新会社は山梨県中央市内に土地を確保して実験農場を新設。同市内の農業生産法人であるサラダボウルと共同で、IoTやAIをフル活用して野菜類を高収量で安定的に収穫するためのノウハウを蓄積し、全国各地の自治体やJA、農業生産法人などに対しIoTやAIの導入・運用支援を手掛けていく計画だ。実験農場は広さこそ1ヘクタールと小ぶりだが、アグリテックの先端技術を集めた最新鋭の農場とする。農場全体を鉄骨とガラスや硬質フィルムの被膜材で覆い、太陽光を採り入れつつ室内の気温や湿度、CO2の濃度などを制御できる「次世代施設園芸」と呼ばれるタイプの農場だ。10人程度の作業者で農場や作物の管理に当たる。各地のJAなどから栽培する作物に応じて最も生育が良くなる生育環境の教師データをもらい、それに合うよう室内環境を整える。例えば室温が上がりすぎたら換気口を開ける、下がりすぎたらボイラーで暖める、といった制御をIoTセンサーを使いながら実施する。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ 内部は高さ数メートルの棚を立てて作物を育てる垂直...

1
2
3この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 内部は高さ数メートルの棚を立てて作物を育てる垂直..."
817,日経クロステック トップ電子デバイス／電子設計インタビュー,2019-06-04,大石 基之、小島 郁太郎,”クアルコムの穴は埋まった”、NXP社長にマーベルの無線通信半導体買収の意味を問う,ここのところ、米中貿易摩擦の影響を聞かない日はない。その影響を早くから受けていたのが、米クアルコム（Qualcomm）によるオランダNXP Semiconductorsの買収である。2016年10月に両社間で合意したものの（関連記事）、中国の承認がなかなか下りず、2018年7月にご破算となった（関連記事）。それから1年弱が経過した2019年５月29日、騒動から立ち直ったNXPは17億6000万米ドル（約1920億円）の現金で、マーベル（バミューダ諸島Marvell Technology Group；事業会社は米Marvell Semiconductor）から無線通信半導体事業を買収することで合意した。来日したNXP社長のKurt Sievers氏に日経 xTECHが単独インタビューを行い、その意味などを聞いた。　　　　　　　（聞き手は大石 基之＝日経 xTECH総編集長、小島郁太郎＝日経 xTECH編集委員）問：まず、Marvellから無線通信半導体事業を買収した理由を聞きたい。Sievers氏　Qualcommと一緒になっていれば、我々（NXP）は、同社の無線通信半導体を手に入れることができていた。今回、Marvellからそれを手に入れられることになった。具体的には、WiFi（無線LAN）やBluetooth／BLE（Bluetooth Low Energy）、ZigBee、Threadの半導体を手にいれることができる。これらと、我々の強みである、プロセッシング、セキュリティー、アナログの各半導体を合わせることで、我々がフォーカスする3分野、IoT、産業、自動車で包括的なソリューションを顧客に提供できる。Marvellから買収するのは、無線通信半導体事業のすべての資産である。この事業に携わる約550名の従業員もNXPに移籍する。彼らは米国のサンタクララ、インドのプネ、中国の上海で働いているが、全員がNXPの社員になる。問：Marvell以外にも無線通信半導体メーカーは複数ある。その中でなぜMarvellを選んだのか。Sievers氏　先ほど述べたように、すべての無線通信半導体製品を持っていることや、高い技術力豊富な設計資産（IP）に注目した。特に、今後、大きな伸びを期待できる、WiFi 6（IEEE 802.11ax）で業界をリードしている。我々が買収する無線通信半導体事業でMarvellは約3億米ドル（約330億円）／年の売り上げを持つ。2022年にはそれが2倍になると予測している。買収は各国の規制当局の認可などを経て、2020年第1四半期に完了する予定である。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 移動通信半導体はやらない
